nim,nama,angkatan,prodi,status,kota_asal,tanggal_masuk
2320271,Bay Wijaya,2023,Informatika,Aktif,Makassar,2023-08-01
2320272,Rew Rahmawati,2023,Informatika,Aktif,Medan,2023-08-01
2320273,Yib Putra,2023,Informatika,aktif,Makassar,2023-08-01
2320274,Pup Putra,2023,Informatika,cuti,Medan,2023-08-01
2320275,Tip Lestari,2023,Informatika,AKTIF,Semarang,2023-08-01
2320276,Wur Sari,2023,Informatika,aktif,Makassar,2023-08-01
2320277,Rur Kusuma,2023,Informatika,cuti,Bandung,2023-08-01
2320278,Wor Sari,2023,Informatika,do,Bandung,2023-08-01
2320279,Aoy Firdaus,2023,Informatika,lulus,Jakarta,2023-08-01
2320280,Lug Ramadhan,2023,Informatika,cuti,Medan,2023-08-01
2320281,Lup Firdaus,2023,Informatika,cuti,Medan,2023-08-01
2320282,Eoh Lestari,2023,Informatika,cuti,Bandung,2023-08-01
2320283,Fuy Firdaus,2023,Informatika,do,Surabaya,2023-08-01
2320284,Aah Saputra,2023,Informatika,Lulus,Surabaya,2023-08-01
2320285,Eom Maulana,2023,Informatika,lulus,Semarang,2023-08-01
2320286,Tek Putra,2023,Informatika,do,Makassar,2023-08-01
2320287,Pub Hidayat,2023,Informatika,lulus,Bandung,2023-08-01
2320288,Heh Pratama,2023,Informatika,do,Bandung,2023-08-01
2320289,Men Kusuma,2023,Informatika,aktif,Kupang,2023-08-01
2320290,Nod Firdaus,2023,Informatika,Aktif,Yogyakarta,2023-08-01
2320291,Mat Pratama,2023,Informatika,Lulus,Medan,2023-08-01
2320292,Guk Nugroho,2023,Informatika,AKTIF,Surabaya,2023-08-01
2320293,Bum Hidayat,2023,Informatika,cuti,Makassar,2023-08-01
2320294,Pah Lestari,2023,Informatika,Cuti,Kupang,2023-08-01
2320295,Fod Saputra,2023,Informatika,Cuti,Yogyakarta,2023-08-01
2320296,Nop Nugroho,2023,Informatika,cuti,Yogyakarta,2023-08-01
2320297,Jay Ramadhan,2023,Informatika,aktif,Medan,2023-08-01
2320298,Aop Pratama,2023,Informatika,lulus,Medan,2023-08-01
2320299,Piw Saputra,2023,Informatika,AKTIF,Bandung,2023-08-01
2320300,Rad Hidayat,2023,Informatika,lulus,Jakarta,2023-08-01
2420001,Bas Lestari,2024,Informatika,aktif,Jakarta,2024-08-01
2420002,Fom Hidayat,2024,Informatika,do,Yogyakarta,2024-08-01
2420003,Him Firdaus,2024,Informatika,AKTIF,Semarang,2024-08-01
2420004,Lak Pratama,2024,Informatika,cuti,Jakarta,2024-08-01
2420005,Jur Wulandari,2024,Informatika,Lulus,Jakarta,2024-08-01
2420006,Sag Firdaus,2024,Informatika,AKTIF,Surabaya,2024-08-01
2420007,Nos Hidayat,2024,Informatika,Aktif,Bandung,2024-08-01
2420008,Dar Ramadhan,2024,Informatika,Aktif,Medan,2024-08-01
2420009,Gag Wulandari,2024,Informatika,cuti,Surabaya,2024-08-01
2420010,Hir Anggraini,2024,Informatika,Cuti,Makassar,2024-08-01
2420011,Iam Wulandari,2024,Informatika,lulus,Bandung,2024-08-01
2420012,Rep Nugroho,2024,Informatika,AKTIF,Medan,2024-08-01
2420013,Cos Rahmawati,2024,Informatika,Lulus,Jakarta,2024-08-01
2420014,Cog Nugroho,2024,Informatika,lulus,Jakarta,2024-08-01
2420015,Lip Wulandari,2024,Informatika,do,Makassar,2024-08-01
2420016,Hew Pratama,2024,Informatika,AKTIF,Medan,2024-08-01
2420017,Sub Maulana,2024,Informatika,Cuti,Surabaya,2024-08-01
2420018,Sut Ramadhan,2024,Informatika,AKTIF,Makassar,2024-08-01
2420019,Ron Ramadhan,2024,Informatika,cuti,Makassar,2024-08-01
2420020,Eip Anggraini,2024,Informatika,lulus,Jakarta,2024-08-01
2420021,Iir Wijaya,2024,Informatika,do,Jakarta,2024-08-01
2420022,Nob Hidayat,2024,Informatika,lulus,Yogyakarta,2024-08-01
2420023,Dap Putra,2024,Informatika,Aktif,Bandung,2024-08-01
2420024,Sek Pratama,2024,Informatika,cuti,Medan,2024-08-01
2420025,Pes Anggraini,2024,Informatika,aktif,Kupang,2024-08-01
2420026,Wuh Wijaya,2024,Informatika,Aktif,Surabaya,2024-08-01
2420027,Toy Wijaya,2024,Informatika,cuti,Jakarta,2024-08-01
2420028,Iah Saputra,2024,Informatika,Aktif,Semarang,2024-08-01
2420029,Has Hidayat,2024,Informatika,do,Yogyakarta,2024-08-01
2420030,Nak Hidayat,2024,Informatika,aktif,Surabaya,2024-08-01
2420031,Ceg Pratama,2024,Informatika,Aktif,Surabaya,2024-08-01
2420032,Kon Saputra,2024,Informatika,Lulus,Makassar,2024-08-01
2420033,Ril Saputra,2024,Informatika,Cuti,Jakarta,2024-08-01
2420034,Wok Nugroho,2024,Informatika,Cuti,Kupang,2024-08-01
2420035,Eup Firdaus,2024,Informatika,Lulus,Semarang,2024-08-01
2420036,Cok Ramadhan,2024,Informatika,cuti,Semarang,2024-08-01
2420037,Fup Firdaus,2024,Informatika,Cuti,Yogyakarta,2024-08-01
2420038,Yit Maulana,2024,Informatika,do,Jakarta,2024-08-01
2420039,Dos Lestari,2024,Informatika,AKTIF,Makassar,2024-08-01
2420040,Wuh Sari,2024,Informatika,AKTIF,Makassar,2024-08-01
2420041,Pok Hidayat,2024,Informatika,aktif,Kupang,2024-08-01
2420042,Sek Kusuma,2024,Informatika,aktif,Bandung,2024-08-01
2420043,Jag Rahmawati,2024,Informatika,cuti,Surabaya,2024-08-01
2420044,Joh Nugroho,2024,Informatika,AKTIF,Surabaya,2024-08-01
2420045,Cib Anggraini,2024,Informatika,do,Kupang,2024-08-01
2420046,Ael Saputra,2024,Informatika,AKTIF,Yogyakarta,2024-08-01
2420047,Jep Putra,2024,Informatika,lulus,Semarang,2024-08-01
2420048,Wab Saputra,2024,Informatika,Cuti,Bandung,2024-08-01
2420049,Pir Wulandari,2024,Informatika,aktif,Makassar,2024-08-01
2420050,Yup Ramadhan,2024,Informatika,aktif,Jakarta,2024-08-01
2420051,Sor Putra,2024,Informatika,Cuti,Yogyakarta,2024-08-01
2420052,Wey Pratama,2024,Informatika,Aktif,Semarang,2024-08-01
2420053,Pom Pratama,2024,Informatika,Aktif,Kupang,2024-08-01
2420054,Huk Wulandari,2024,Informatika,lulus,Semarang,2024-08-01
2420055,Wid Pratama,2024,Informatika,AKTIF,Makassar,2024-08-01
2420056,Lah Anggraini,2024,Informatika,cuti,Bandung,2024-08-01
2420057,Lor Lestari,2024,Informatika,Aktif,,2024-08-01
2420058,Mug Firdaus,2024,Informatika,aktif,Bandung,2024-08-01
2420059,Bap Nugroho,,Informatika,Aktif,Medan,2024-08-01
2420060,Eud Nugroho,2024,Informatika,aktif,Jakarta,2024-08-01
2420061,Sak Anggraini,2024,Informatika,AKTIF,Yogyakarta,2024-08-01
2420062,Pok Sari,2024,Informatika,aktif,Bandung,2024-08-01
2420063,Fuw Firdaus,2024,Informatika,aktif,Medan,2024-08-01
2420064,Jus Kusuma,2024,Informatika,Lulus,Makassar,2024-08-01
2420065,Wit Firdaus,2024,Informatika,aktif,,2024-08-01
2420066,Yug Saputra,2024,Informatika,Lulus,Yogyakarta,2024-08-01
2420067,Wok Firdaus,2024,Informatika,Cuti,Yogyakarta,2024-08-01
2420068,Kir Rahmawati,2024,Informatika,cuti,Makassar,2024-08-01
2420069,Kub Maulana,2024,Informatika,lulus,Medan,2024-08-01
2420070,Bin Hidayat,2024,Informatika,aktif,Medan,2024-08-01
2420071,Cus Hidayat,2024,Informatika,cuti,Semarang,2024-08-01
2420072,Tan Anggraini,2024,Informatika,Aktif,Yogyakarta,2024-08-01
2420073,Eob Wijaya,2024,Informatika,aktif,Medan,2024-08-01
2420074,Buy Putra,2024,Informatika,cuti,Semarang,2024-08-01
2420075,Jeb Firdaus,2024,Informatika,do,Kupang,2024-08-01
2420076,Dip Wulandari,2024,Informatika,Cuti,Semarang,2024-08-01
2420077,Aok Wulandari,2024,Informatika,do,Medan,2024-08-01
2420078,Nek Saputra,2024,Informatika,do,Kupang,2024-08-01
2420079,Nap Wijaya,2024,Informatika,AKTIF,Medan,2024-08-01
2420080,Iay Rahmawati,2024,Informatika,Lulus,Bandung,2024-08-01
2420081,Eun Anggraini,2024,Informatika,cuti,Bandung,2024-08-01
2420082,Gop Firdaus,2024,Informatika,Lulus,Semarang,2024-08-01
2420083,Lak Pratama,2024,Informatika,Lulus,Kupang,2024-08-01
2420084,Yep Firdaus,2024,Informatika,AKTIF,Semarang,2024-08-01
2420085,Gig Hidayat,2024,Informatika,Aktif,Surabaya,2024-08-01
2420086,Yod Rahmawati,2024,Informatika,Aktif,Yogyakarta,2024-08-01
2420087,Kes Hidayat,2024,Informatika,cuti,Semarang,2024-08-01
2420088,Dem Kusuma,2024,Informatika,lulus,Medan,2024-08-01
2420089,Let Lestari,2024,Informatika,lulus,Yogyakarta,2024-08-01
2420090,Gel Putra,2024,Informatika,aktif,Bandung,2024-08-01
2420091,Eih Nugroho,2024,Informatika,aktif,Kupang,2024-08-01
2420092,Cep Firdaus,2024,Informatika,aktif,Medan,2024-08-01
2420093,Mat Maulana,2024,Informatika,lulus,Kupang,2024-08-01
2420094,Git Saputra,2024,Informatika,cuti,Bandung,2024-08-01
2420095,Wer Putra,2024,Informatika,lulus,Semarang,2024-08-01
2420096,Gor Ramadhan,2024,Informatika,AKTIF,Makassar,2024-08-01
2420097,Jah Lestari,2024,Informatika,lulus,Medan,2024-08-01
2420098,Een Nugroho,2024,Informatika,do,Makassar,2024-08-01
2420099,Sal Wijaya,2024,Informatika,do,Jakarta,2024-08-01
2420100,Bil Lestari,2024,Informatika,AKTIF,Jakarta,2024-08-01
2420101,Lir Putra,2024,Informatika,do,Surabaya,2024-08-01
2420102,Jor Ramadhan,2024,Informatika,lulus,Medan,2024-08-01
2420103,Jem Maulana,2024,Informatika,lulus,Jakarta,2024-08-01
2420104,Con Pratama,2024,Informatika,Aktif,Bandung,2024-08-01
2420105,Far Wijaya,2024,Informatika,aktif,Medan,2024-08-01
2420106,Sit Nugroho,2024,Informatika,lulus,Medan,2024-08-01
2420107,Rom Saputra,2024,Informatika,do,Semarang,2024-08-01
2420108,Tow Putra,2024,Informatika,do,Bandung,2024-08-01
2420109,Lab Rahmawati,2024,Informatika,lulus,Bandung,2024-08-01
2420110,Eit Firdaus,2024,Informatika,do,Medan,2024-08-01
2420111,Bis Anggraini,2024,Informatika,lulus,Semarang,2024-08-01
2420112,Tur Kusuma,2024,Informatika,do,Yogyakarta,2024-08-01
2420113,San Saputra,2024,Informatika,cuti,Bandung,2024-08-01
2420114,Bak Nugroho,2024,Informatika,lulus,Jakarta,2024-08-01
2420115,Gup Maulana,2024,Informatika,cuti,Bandung,2024-08-01
2420116,Eut Nugroho,2024,Informatika,lulus,Makassar,2024-08-01
2420117,Kuy Saputra,2024,Informatika,Lulus,Kupang,2024-08-01
2420118,Cam Kusuma,2024,Informatika,Cuti,Kupang,2024-08-01
2420119,Dak Rahmawati,2024,Informatika,cuti,Surabaya,2024-08-01
2420120,Lub Ramadhan,2024,Informatika,cuti,Makassar,2024-08-01
2420121,Kud Anggraini,2024,Informatika,cuti,Surabaya,2024-08-01
2420122,Iad Putra,2024,Informatika,Aktif,Makassar,2024-08-01
2420123,Sis Wijaya,2024,Informatika,AKTIF,Yogyakarta,2024-08-01
2420124,Mim Rahmawati,2024,Informatika,cuti,Medan,2024-08-01
2420125,Aed Putra,2024,Informatika,AKTIF,Surabaya,2024-08-01
2420126,Kab Sari,2024,Informatika,Aktif,Jakarta,2024-08-01
2420127,Riw Maulana,2024,Informatika,cuti,Makassar,2024-08-01
2420128,Mip Lestari,2024,Informatika,cuti,Medan,2024-08-01
2420129,Fop Anggraini,2024,Informatika,Aktif,Yogyakarta,2024-08-01
2420130,Lem Firdaus,2024,Informatika,aktif,Bandung,2024-08-01
2420131,Kud Pratama,2024,Informatika,lulus,Semarang,2024-08-01
2420132,Tih Maulana,2024,Informatika,Lulus,Yogyakarta,2024-08-01
2420133,Gal Wulandari,2024,Informatika,Aktif,Yogyakarta,2024-08-01
2420134,Gel Kusuma,2024,Informatika,Aktif,Jakarta,2024-08-01
2420135,Bah Wijaya,2024,Informatika,do,Kupang,2024-08-01
2420136,Gil Wijaya,2024,Informatika,cuti,Surabaya,2024-08-01
2420137,Wib Wulandari,2024,Informatika,AKTIF,Semarang,2024-08-01
2420138,Fil Lestari,2024,Informatika,cuti,Yogyakarta,2024-08-01
2420139,Lek Kusuma,2024,Informatika,lulus,Yogyakarta,2024-08-01
2420140,Fid Kusuma,2024,Informatika,do,Semarang,2024-08-01
2420141,Gog Saputra,2024,Informatika,AKTIF,Yogyakarta,2024-08-01
2420142,Ian Wulandari,2024,Informatika,do,Surabaya,2024-08-01
2420143,Dos Ramadhan,2024,Informatika,lulus,Kupang,2024-08-01
2420144,Nok Pratama,2024,Informatika,AKTIF,Jakarta,2024-08-01
2420145,Ger Wulandari,2024,Informatika,Cuti,Medan,2024-08-01
2420146,Ler Kusuma,2024,Informatika,Lulus,Makassar,2024-08-01
2420147,Yuh Maulana,2024,Informatika,Cuti,Surabaya,2024-08-01
2420148,Tur Sari,2024,Informatika,Aktif,Bandung,2024-08-01
2420149,Jum Hidayat,2024,Informatika,lulus,Medan,2024-08-01
2420150,Iar Putra,2024,Informatika,do,Bandung,2024-08-01
2420151,Car Firdaus,2024,Informatika,Cuti,Makassar,2024-08-01
2420152,Pul Lestari,2024,Informatika,do,Medan,2024-08-01
2420153,Fah Pratama,,Informatika,Aktif,Semarang,2024-08-01
2420154,Bol Nugroho,2024,Informatika,AKTIF,Surabaya,2024-08-01
2420155,Sug Anggraini,2024,Informatika,lulus,Kupang,2024-08-01
2420156,Fak Sari,2024,Informatika,Lulus,Kupang,2024-08-01
2420157,Kiw Nugroho,2024,Informatika,Cuti,Surabaya,2024-08-01
2420158,Tuk Rahmawati,2024,Informatika,Aktif,Yogyakarta,2024-08-01
2420159,Ear Maulana,2024,Informatika,cuti,Medan,2024-08-01
2420160,Gob Ramadhan,2024,Informatika,cuti,Semarang,2024-08-01
2420161,Fob Putra,2024,Informatika,lulus,Yogyakarta,2024-08-01
2420162,Nin Maulana,2024,Informatika,AKTIF,Makassar,2024-08-01
2420163,Big Saputra,2024,Informatika,Cuti,Semarang,2024-08-01
2420164,Lik Sari,2024,Informatika,Lulus,Makassar,2024-08-01
2420165,Peg Wulandari,2024,Informatika,AKTIF,Jakarta,2024-08-01
2420166,Car Sari,2024,Informatika,Lulus,Semarang,2024-08-01
2420167,Wiw Hidayat,2024,Informatika,cuti,Yogyakarta,2024-08-01
2420168,Nel Wulandari,2024,Informatika,cuti,Surabaya,2024-08-01
2420169,Iey Hidayat,2024,Informatika,Lulus,Makassar,2024-08-01
2420170,Cew Rahmawati,2024,Informatika,Aktif,Semarang,2024-08-01
2420171,Aus Kusuma,2024,Informatika,lulus,Semarang,2024-08-01
2420172,Eed Rahmawati,2024,Informatika,cuti,Jakarta,2024-08-01
2420173,Cun Wijaya,2024,Informatika,Lulus,Yogyakarta,2024-08-01
2420174,Iam Hidayat,2024,Informatika,aktif,Surabaya,2024-08-01
2420175,Tan Anggraini,2024,Informatika,Cuti,Bandung,2024-08-01
2420176,Jik Putra,2024,Informatika,do,Jakarta,2024-08-01
2420177,Das Maulana,2024,Informatika,aktif,Bandung,2024-08-01
2420178,Red Pratama,2024,Informatika,Lulus,Makassar,2024-08-01
2420179,Ioy Wijaya,2024,Informatika,Cuti,Makassar,2024-08-01
2420180,Run Nugroho,2024,Informatika,cuti,Medan,2024-08-01
2420181,Boh Wijaya,2024,Informatika,cuti,Makassar,2024-08-01
2420182,Nir Firdaus,2024,Informatika,Cuti,Kupang,2024-08-01
2420183,Guw Maulana,2024,Informatika,Aktif,Jakarta,2024-08-01
2420184,Fab Nugroho,2024,Informatika,lulus,Kupang,2024-08-01
2420185,Ges Wijaya,2024,Informatika,cuti,Kupang,2024-08-01
2420186,Hik Putra,2024,Informatika,cuti,Surabaya,2024-08-01
2420187,Jog Firdaus,2024,Informatika,cuti,Jakarta,2024-08-01
2420188,Pis Anggraini,2024,Informatika,cuti,Yogyakarta,2024-08-01
2420189,Jem Firdaus,2024,Informatika,AKTIF,Kupang,2024-08-01
2420190,Sub Nugroho,2024,Informatika,cuti,Surabaya,2024-08-01
2420191,Nam Saputra,2024,Informatika,aktif,Kupang,2024-08-01
2420192,Ceg Saputra,2024,Informatika,Aktif,Medan,2024-08-01
2420193,Aow Anggraini,2024,Informatika,do,Surabaya,2024-08-01
2420194,His Kusuma,2024,Informatika,aktif,Yogyakarta,2024-08-01
2420195,Ieg Rahmawati,2024,Informatika,Lulus,Jakarta,2024-08-01
2420196,Cur Putra,2024,Informatika,AKTIF,Bandung,2024-08-01
2420197,Aol Pratama,2024,Informatika,Lulus,Kupang,2024-08-01
2420198,Lik Wulandari,2024,Informatika,lulus,Medan,2024-08-01
2420199,Eal Putra,2024,Informatika,aktif,Surabaya,2024-08-01
2420200,Pep Firdaus,2024,Informatika,Aktif,Surabaya,2024-08-01
2420201,Eig Sari,2024,Informatika,do,Jakarta,2024-08-01
2420202,Jep Saputra,2024,Informatika,do,Kupang,2024-08-01
2420203,Koy Ramadhan,2024,Informatika,cuti,Jakarta,2024-08-01
2420204,Ber Hidayat,2024,Informatika,aktif,Medan,2024-08-01
2420205,Bak Sari,2024,Informatika,aktif,Kupang,2024-08-01
2420206,Nab Ramadhan,2024,Informatika,cuti,Surabaya,2024-08-01
2420207,Sod Wulandari,2024,Informatika,do,Jakarta,2024-08-01
2420208,Sit Hidayat,2024,Informatika,AKTIF,Jakarta,2024-08-01
2420209,Las Putra,2024,Informatika,cuti,Bandung,2024-08-01
2420210,Cep Wijaya,2024,Informatika,AKTIF,Jakarta,2024-08-01
2420211,Aob Maulana,2024,Informatika,Aktif,Jakarta,2024-08-01
2420212,Wob Lestari,2024,Informatika,Lulus,Kupang,2024-08-01
2420213,Hal Rahmawati,2024,Informatika,aktif,Yogyakarta,2024-08-01
2420214,Lel Wulandari,2024,Informatika,Aktif,Medan,2024-08-01
2420215,New Hidayat,2024,Informatika,AKTIF,Yogyakarta,2024-08-01
2420216,Lod Nugroho,2024,Informatika,aktif,Jakarta,2024-08-01
2420217,Iod Nugroho,2024,Informatika,cuti,Surabaya,2024-08-01
2420218,Ceb Pratama,2024,Informatika,Lulus,Semarang,2024-08-01
2420219,Fay Lestari,2024,Informatika,Cuti,Medan,2024-08-01
2420220,Iom Maulana,2024,Informatika,cuti,Medan,2024-08-01
2420221,Mom Putra,2024,Informatika,AKTIF,Semarang,2024-08-01
2420222,Niw Putra,2024,Informatika,AKTIF,Yogyakarta,2024-08-01
2420223,Kiy Sari,2024,Informatika,cuti,Surabaya,2024-08-01
2420224,Ial Pratama,2024,Informatika,lulus,Bandung,2024-08-01
2420225,Iet Wulandari,2024,Informatika,Cuti,Surabaya,2024-08-01
2420226,Col Anggraini,2024,Informatika,cuti,Kupang,2024-08-01
2420227,How Lestari,2024,Informatika,Aktif,Surabaya,2024-08-01
2420228,Jis Kusuma,2024,Informatika,aktif,Kupang,2024-08-01
2420229,Fes Lestari,2024,Informatika,Aktif,Makassar,2024-08-01
2420230,Aep Anggraini,2024,Informatika,aktif,Bandung,2024-08-01
2420231,Pel Sari,2024,Informatika,Cuti,Makassar,2024-08-01
2420232,Don Wulandari,,Informatika,lulus,Makassar,2024-08-01
2420233,Pog Rahmawati,2024,Informatika,Cuti,Jakarta,2024-08-01
2420234,Keh Sari,2024,Informatika,aktif,Makassar,2024-08-01
2420235,Gas Firdaus,2024,Informatika,aktif,Bandung,2024-08-01
2420236,Led Kusuma,2024,Informatika,cuti,Yogyakarta,2024-08-01
2420237,Nip Anggraini,2024,Informatika,Cuti,Medan,2024-08-01
2420238,Aan Lestari,2024,Informatika,AKTIF,Makassar,2024-08-01
2420239,Fag Firdaus,2024,Informatika,cuti,Makassar,2024-08-01
2420240,Dam Ramadhan,2024,Informatika,AKTIF,Yogyakarta,2024-08-01
2420241,Sut Nugroho,2024,Informatika,AKTIF,Semarang,2024-08-01
2420242,Fob Sari,2024,Informatika,cuti,Surabaya,2024-08-01
2420243,Ean Kusuma,2024,Informatika,do,Kupang,2024-08-01
2420244,Yod Firdaus,2024,Informatika,cuti,Makassar,2024-08-01
2420245,Iar Wulandari,2024,Informatika,AKTIF,Jakarta,2024-08-01
2420246,Nis Firdaus,2024,Informatika,AKTIF,Jakarta,2024-08-01
2420247,Fih Nugroho,2024,Informatika,Cuti,Surabaya,2024-08-01
2420248,Nip Wulandari,2024,Informatika,Cuti,Jakarta,2024-08-01
2420249,Hok Nugroho,2024,Informatika,AKTIF,Surabaya,2024-08-01
2420250,Cas Wijaya,2024,Informatika,Aktif,Surabaya,2024-08-01
2420251,Eeb Firdaus,2024,Informatika,do,Bandung,2024-08-01
2420252,Wow Wulandari,2024,Informatika,Cuti,Surabaya,2024-08-01
2420253,Wuk Rahmawati,2024,Informatika,Cuti,Surabaya,2024-08-01
2420254,Lew Nugroho,2024,Informatika,Lulus,Surabaya,2024-08-01
2420255,Ser Saputra,2024,Informatika,AKTIF,Yogyakarta,2024-08-01
2420256,Lip Firdaus,2024,Informatika,cuti,Surabaya,2024-08-01
2420257,Yil Wulandari,2024,Informatika,AKTIF,Surabaya,2024-08-01
2420258,Hih Wijaya,2024,Informatika,aktif,Yogyakarta,2024-08-01
2420259,Jit Hidayat,2024,Informatika,aktif,Kupang,2024-08-01
2420260,Eig Hidayat,2024,Informatika,cuti,Makassar,2024-08-01
2420261,Hen Putra,2024,Informatika,cuti,Yogyakarta,2024-08-01
2420262,Pay Hidayat,2024,Informatika,AKTIF,Kupang,2024-08-01
2420263,Eok Sari,2024,Informatika,Aktif,Semarang,2024-08-01
2420264,Fab Maulana,2024,Informatika,aktif,Bandung,2024-08-01
2420265,Few Wulandari,2024,Informatika,do,Kupang,2024-08-01
2420266,Aes Anggraini,2024,Informatika,lulus,Makassar,2024-08-01
2420267,Wih Sari,2024,Informatika,cuti,Semarang,2024-08-01
2420268,Bes Lestari,2024,Informatika,Aktif,Medan,2024-08-01
2420269,Aet Maulana,2024,Informatika,aktif,Yogyakarta,2024-08-01
2420270,Lem Nugroho,2024,Informatika,AKTIF,Kupang,2024-08-01
2420271,Aih Pratama,2024,Informatika,cuti,Surabaya,2024-08-01
2420272,Ean Firdaus,2024,Informatika,AKTIF,Medan,2024-08-01
2420273,Ail Lestari,2024,Informatika,lulus,Jakarta,2024-08-01
2420274,Kuh Kusuma,2024,Informatika,Aktif,Medan,2024-08-01
2420275,Nup Firdaus,2024,Informatika,aktif,Medan,2024-08-01
2420276,Hes Firdaus,2024,Informatika,lulus,Makassar,2024-08-01
2420277,Woh Hidayat,2024,Informatika,AKTIF,Makassar,2024-08-01
2420278,Rap Kusuma,2024,Informatika,Lulus,Makassar,2024-08-01
2420279,Hoh Maulana,2024,Informatika,aktif,Jakarta,2024-08-01
2420280,Rud Firdaus,2024,Informatika,AKTIF,Jakarta,2024-08-01
2420281,Teb Sari,2024,Informatika,cuti,Makassar,2024-08-01
2420282,Pum Saputra,2024,Informatika,cuti,Bandung,2024-08-01
2420283,Mam Putra,2024,Informatika,Aktif,Makassar,2024-08-01
2420284,Tal Lestari,2024,Informatika,Cuti,Makassar,2024-08-01
2420285,Iog Lestari,2024,Informatika,do,Makassar,2024-08-01
2420286,Per Sari,,Informatika,Cuti,Medan,2024-08-01
2420287,Tir Pratama,2024,Informatika,Aktif,Makassar,2024-08-01
2420288,Iin Anggraini,2024,Informatika,Cuti,Bandung,2024-08-01
2420289,Yip Pratama,2024,Informatika,cuti,Surabaya,2024-08-01
2420290,Lal Wulandari,2024,Informatika,aktif,Kupang,2024-08-01
2420291,Can Anggraini,2024,Informatika,do,Jakarta,2024-08-01
2420292,Kup Sari,2024,Informatika,Cuti,Medan,2024-08-01
2420293,Gil Kusuma,2024,Informatika,Lulus,Jakarta,2024-08-01
2420294,Lug Firdaus,2024,Informatika,Lulus,Yogyakarta,2024-08-01
2420295,Fen Rahmawati,2024,Informatika,cuti,Medan,2024-08-01
2420296,Rig Ramadhan,2024,Informatika,do,Jakarta,2024-08-01
2420297,Rog Nugroho,2024,Informatika,Cuti,Kupang,2024-08-01
2420298,Lon Anggraini,2024,Informatika,aktif,Kupang,2024-08-01
2420299,Cel Lestari,2024,Informatika,Lulus,Surabaya,2024-08-01
2420300,Iom Anggraini,2024,Informatika,do,Bandung,2024-08-01
2230001,Ruk Saputra,2022,Sistem Informasi,lulus,Jakarta,2022-08-01
2230002,Aeb Pratama,2022,Sistem Informasi,Cuti,Yogyakarta,2022-08-01
2230003,Rir Firdaus,2022,Sistem Informasi,do,Kupang,2022-08-01
2230004,Lid Firdaus,2022,Sistem Informasi,cuti,Medan,2022-08-01
2230005,Kat Lestari,2022,Sistem Informasi,do,Kupang,2022-08-01
2230006,Eot Ramadhan,2022,Sistem Informasi,Aktif,Makassar,2022-08-01
2230007,Eup Kusuma,2022,Sistem Informasi,aktif,Jakarta,2022-08-01
2230008,Ten Nugroho,2022,Sistem Informasi,Aktif,Bandung,2022-08-01
2230009,Tul Firdaus,2022,Sistem Informasi,aktif,Yogyakarta,2022-08-01
2230010,Eeg Anggraini,2022,Sistem Informasi,Lulus,Bandung,2022-08-01
2230011,Yow Saputra,2022,Sistem Informasi,lulus,Kupang,2022-08-01
2230012,Cek Ramadhan,2022,Sistem Informasi,Cuti,Jakarta,2022-08-01
2230013,Wur Lestari,2022,Sistem Informasi,cuti,Jakarta,2022-08-01
2230014,Pir Lestari,2022,Sistem Informasi,Cuti,Makassar,2022-08-01
2230015,Iub Wulandari,2022,Sistem Informasi,Cuti,Bandung,2022-08-01
2230016,Ton Sari,2022,Sistem Informasi,Cuti,Yogyakarta,2022-08-01
2230017,Mut Wijaya,2022,Sistem Informasi,aktif,Medan,2022-08-01
2230018,Iil Anggraini,2022,Sistem Informasi,aktif,Bandung,2022-08-01
2230019,Jap Nugroho,2022,Sistem Informasi,AKTIF,Surabaya,2022-08-01
2230020,Bod Hidayat,2022,Sistem Informasi,aktif,Jakarta,2022-08-01
2230021,Bob Lestari,2022,Sistem Informasi,Lulus,Medan,2022-08-01
2230022,Aap Ramadhan,2022,Sistem Informasi,Lulus,Kupang,2022-08-01
2230023,Bun Rahmawati,2022,Sistem Informasi,Aktif,Medan,2022-08-01
2230024,Iir Kusuma,2022,Sistem Informasi,Lulus,Yogyakarta,2022-08-01
2230025,Ion Lestari,2022,Sistem Informasi,AKTIF,Yogyakarta,2022-08-01
2230026,Mum Hidayat,2022,Sistem Informasi,Lulus,Jakarta,2022-08-01
2230027,Dor Kusuma,2022,Sistem Informasi,do,Makassar,2022-08-01
2230028,Ruk Wijaya,2022,Sistem Informasi,Aktif,Kupang,2022-08-01
2230029,Puy Lestari,2022,Sistem Informasi,Cuti,Bandung,2022-08-01
2230030,Beg Ramadhan,2022,Sistem Informasi,AKTIF,Jakarta,2022-08-01
2230031,Gal Anggraini,2022,Sistem Informasi,cuti,Surabaya,2022-08-01
2230032,Kak Putra,2022,Sistem Informasi,AKTIF,Surabaya,2022-08-01
2230033,Aot Wulandari,2022,Sistem Informasi,cuti,Kupang,2022-08-01
2230034,Lod Saputra,2022,Sistem Informasi,Cuti,Medan,2022-08-01
2230035,Red Kusuma,2022,Sistem Informasi,Aktif,Yogyakarta,2022-08-01
2230036,Neb Hidayat,2022,Sistem Informasi,Lulus,Jakarta,2022-08-01
2230037,Jot Wulandari,2022,Sistem Informasi,AKTIF,Jakarta,2022-08-01
2230038,Gih Firdaus,2022,Sistem Informasi,Cuti,Makassar,2022-08-01
